ROLE1,ROLE2,OBJ_COUNT,FIELD_COUNT,VALUE_COUNT
ZSG_AL_LO.PRO_YUSEN_812,ZSG_AL_LO.PRO_YUSEN_XXX,0,0,15
ZSG_AL_LO.PRO_YUSEN_813,ZSG_AL_LO.PRO_YUSEN_XXX,1,0,15
ZSG_AL_LO.PRO_YUSEN_815,ZSG_AL_LO.PRO_YUSEN_XXX,0,0,15
ZSG_AL_LO.PRO_YUSEN_833,ZSG_AL_LO.PRO_YUSEN_XXX,0,0,13
ZSG_AL_LO.PRO_YUSEN_835,ZSG_AL_LO.PRO_YUSEN_XXX,0,0,15
ZSG_AL_LO.PRO_YUSEN_872,ZSG_AL_LO.PRO_YUSEN_XXX,0,0,15
ZSG_AL_LO.PRO_YUSEN_873,ZSG_AL_LO.PRO_YUSEN_XXX,0,0,17
ZSG_BS_UT.DSP_104,ZSG_BS_UT.DSP_XXX,0,0,3
ZSG_BS_UT.DSP_615,ZSG_BS_UT.DSP_XXX,0,0,3
ZSG_BS_UT.DSP_812,ZSG_BS_UT.DSP_XXX,0,0,3
ZSG_BS_UT.DSP_813,ZSG_BS_UT.DSP_XXX,0,0,3
ZSG_BS_UT.DSP_815,ZSG_BS_UT.DSP_XXX,0,0,3
ZSG_BS_UT.DSP_833,ZSG_BS_UT.DSP_XXX,0,0,3
ZSG_BS_UT.DSP_835,ZSG_BS_UT.DSP_XXX,0,0,3
ZSG_BS_UT.DSP_836,ZSG_BS_UT.DSP_XXX,0,0,3
ZSG_BS_UT.DSP_837,ZSG_BS_UT.DSP_XXX,0,0,3
ZSG_BS_UT.DSP_838,ZSG_BS_UT.DSP_XXX,0,0,3
ZSG_BS_UT.DSP_851,ZSG_BS_UT.DSP_XXX,0,0,3
ZSG_BS_UT.DSP_861,ZSG_BS_UT.DSP_XXX,0,0,3
ZSG_BS_UT.DSP_872,ZSG_BS_UT.DSP_XXX,0,0,3
ZSG_BS_UT.DSP_911,ZSG_BS_UT.DSP_XXX,0,0,3
ZSG_CO_PA.SDSP_811,ZSG_CO_PA.SDSP_XXX,0,0,0
ZSG_CO_PA.SDSP_812,ZSG_CO_PA.SDSP_XXX,0,0,0
ZSG_CO_PA.SDSP_813,ZSG_CO_PA.SDSP_XXX,0,0,0
ZSG_CO_PA.SDSP_815,ZSG_CO_PA.SDSP_XXX,0,0,0
ZSG_CO_PA.SDSP_816,ZSG_CO_PA.SDSP_XXX,0,0,7
ZSG_CO_PA.SDSP_833,ZSG_CO_PA.SDSP_XXX,0,0,0
ZSG_CO_PA.SDSP_835,ZSG_CO_PA.SDSP_XXX,0,0,0
ZSG_CO_PA.SDSP_836,ZSG_CO_PA.SDSP_XXX,0,0,0
ZSG_CO_PA.SDSP_837,ZSG_CO_PA.SDSP_XXX,0,0,0
ZSG_CO_PA.SDSP_838,ZSG_CO_PA.SDSP_XXX,0,0,0
ZSG_CO_PA.SDSP_851,ZSG_CO_PA.SDSP_XXX,0,0,0
ZSG_CO_PA.SDSP_861,ZSG_CO_PA.SDSP_XXX,0,0,0
ZSG_CO_PA.SDSP_872,ZSG_CO_PA.SDSP_XXX,0,0,0
ZSG_CO_PA.SDSP_911,ZSG_CO_PA.SDSP_XXX,0,0,4
ZSG_CS_EM.ADM_836,ZSG_CS_EM.ADM_XXX,2,0,32
ZSG_CS_EM.ADM_837,ZSG_CS_EM.ADM_XXX,2,0,19
ZSG_CS_EM.ADM_838,ZSG_CS_EM.ADM_XXX,2,0,17
ZSG_CS_EM.DSP_511,ZSG_CS_EM.DSP_XXX,3,0,10
ZSG_CS_EM.DSP_512,ZSG_CS_EM.DSP_XXX,3,0,10
ZSG_CS_EM.DSP_513,ZSG_CS_EM.DSP_XXX,3,0,10
ZSG_CS_EM.DSP_515,ZSG_CS_EM.DSP_XXX,3,0,10
ZSG_CS_EM.DSP_516,ZSG_CS_EM.DSP_XXX,3,0,10
ZSG_CS_EM.DSP_517,ZSG_CS_EM.DSP_XXX,3,0,10
ZSG_CS_EM.DSP_518,ZSG_CS_EM.DSP_XXX,3,0,10
ZSG_CS_EM.DSP_519,ZSG_CS_EM.DSP_XXX,3,0,10
ZSG_CS_EM.DSP_520,ZSG_CS_EM.DSP_XXX,3,0,10
ZSG_CS_EM.DSP_521,ZSG_CS_EM.DSP_XXX,3,0,10
ZSG_CS_EM.DSP_522,ZSG_CS_EM.DSP_XXX,3,0,10
ZSG_CS_EM.DSP_523,ZSG_CS_EM.DSP_XXX,3,0,10
ZSG_CS_EM.DSP_615,ZSG_CS_EM.DSP_XXX,3,0,10
ZSG_CS_EM.DSP_716,ZSG_CS_EM.DSP_XXX,3,0,10
ZSG_CS_EM.DSP_718,ZSG_CS_EM.DSP_XXX,3,0,10
ZSG_CS_EM.DSP_833,ZSG_CS_EM.DSP_XXX,3,0,10
ZSG_CS_EM.DSP_836,ZSG_CS_EM.DSP_XXX,3,0,10
ZSG_CS_EM.DSP_837,ZSG_CS_EM.DSP_XXX,3,0,10
ZSG_CS_EM.DSP_838,ZSG_CS_EM.DSP_XXX,3,0,10
ZSG_CS_LO.PRO-GI_831,ZSG_CS_LO.PRO-GI_XXX,0,0,0
ZSG_CS_LO.PRO-GI_838,ZSG_CS_LO.PRO-GI_XXX,0,0,0
ZSG_CS_LO.PRO-GI_YUSEN,ZSG_CS_LO.PRO-GI_XXX,0,0,0
ZSG_CS_LO.PRO-GR_831,ZSG_CS_LO.PRO-GR_XXX,0,0,0
ZSG_CS_LO.PRO-GR_838,ZSG_CS_LO.PRO-GR_XXX,0,0,0
ZSG_CS_LO.PRO-GR_YUSEN,ZSG_CS_LO.PRO-GR_XXX,0,0,0
ZSG_CS_NO.DSP_511,ZSG_CS_NO.DSP_XXX,3,0,12
ZSG_CS_NO.DSP_512,ZSG_CS_NO.DSP_XXX,3,0,12
ZSG_CS_NO.DSP_513,ZSG_CS_NO.DSP_XXX,3,0,12
ZSG_CS_NO.DSP_515,ZSG_CS_NO.DSP_XXX,3,0,12
ZSG_CS_NO.DSP_516,ZSG_CS_NO.DSP_XXX,3,0,12
ZSG_CS_NO.DSP_517,ZSG_CS_NO.DSP_XXX,3,0,12
ZSG_CS_NO.DSP_518,ZSG_CS_NO.DSP_XXX,3,0,12
ZSG_CS_NO.DSP_519,ZSG_CS_NO.DSP_XXX,3,0,12
ZSG_CS_NO.DSP_520,ZSG_CS_NO.DSP_XXX,3,0,12
ZSG_CS_NO.DSP_521,ZSG_CS_NO.DSP_XXX,3,0,12
ZSG_CS_NO.DSP_522,ZSG_CS_NO.DSP_XXX,3,0,12
ZSG_CS_NO.DSP_523,ZSG_CS_NO.DSP_XXX,3,0,12
ZSG_CS_NO.DSP_615,ZSG_CS_NO.DSP_XXX,3,0,12
ZSG_CS_NO.DSP_716,ZSG_CS_NO.DSP_XXX,3,0,12
ZSG_CS_NO.DSP_718,ZSG_CS_NO.DSP_XXX,3,0,12
ZSG_CS_NO.DSP_836,ZSG_CS_NO.DSP_XXX,3,0,12
ZSG_CS_NO.DSP_836_BAK,ZSG_CS_NO.DSP_XXX,3,0,12
ZSG_CS_NO.DSP_837,ZSG_CS_NO.DSP_XXX,3,0,12
ZSG_CS_NO.DSP_837_BAK,ZSG_CS_NO.DSP_XXX,3,0,12
ZSG_CS_NO.DSP_838,ZSG_CS_NO.DSP_XXX,3,0,12
ZSG_CS_NO.DSP_838_BAK,ZSG_CS_NO.DSP_XXX,3,0,12
ZSG_CS_NO.PRO_836,ZSG_CS_NO.PRO_XXX,0,0,0
ZSG_CS_NO.PRO_837,ZSG_CS_NO.PRO_XXX,0,0,0
ZSG_CS_NO.PRO_838,ZSG_CS_NO.PRO_XXX,0,0,0
ZSG_FI_GL.SDSP_811,ZSG_FI_GL.SDSP_XXX,51,0,29
ZSG_FI_GL.SDSP_812,ZSG_FI_GL.SDSP_XXX,51,0,27
ZSG_FI_GL.SDSP_813,ZSG_FI_GL.SDSP_XXX,51,0,27
ZSG_FI_GL.SDSP_815,ZSG_FI_GL.SDSP_XXX,51,0,27
ZSG_FI_GL.SDSP_816,ZSG_FI_GL.SDSP_XXX,51,0,27
ZSG_FI_GL.SDSP_831,ZSG_FI_GL.SDSP_XXX,51,0,27
ZSG_FI_GL.SDSP_833,ZSG_FI_GL.SDSP_XXX,51,0,23
ZSG_FI_GL.SDSP_835,ZSG_FI_GL.SDSP_XXX,51,0,27
ZSG_FI_GL.SDSP_836,ZSG_FI_GL.SDSP_XXX,51,0,17
ZSG_FI_GL.SDSP_837,ZSG_FI_GL.SDSP_XXX,51,0,17
ZSG_FI_GL.SDSP_838,ZSG_FI_GL.SDSP_XXX,51,0,17
ZSG_FI_GL.SDSP_839,ZSG_FI_GL.SDSP_XXX,51,0,30
ZSG_FI_GL.SDSP_851,ZSG_FI_GL.SDSP_XXX,51,0,24
ZSG_FI_GL.SDSP_861,ZSG_FI_GL.SDSP_XXX,51,0,30
ZSG_FI_GL.SDSP_871,ZSG_FI_GL.SDSP_XXX,51,0,27
ZSG_FI_GL.SDSP_872,ZSG_FI_GL.SDSP_XXX,51,0,27
ZSG_MM_COND.UPL_836,ZSG_MM_COND.UPL_XXX,6,0,8
ZSG_MM_COND.UPL_837,ZSG_MM_COND.UPL_XXX,6,0,8
ZSG_MM_COND.UPL_838,ZSG_MM_COND.UPL_XXX,6,0,8
ZSG_MM_COND.UPL_851,ZSG_MM_COND.UPL_XXX,6,0,6
ZSG_MM_CT.DSP_511,ZSG_MM_CT.DSP_XXX,0,0,0
ZSG_MM_CT.DSP_512,ZSG_MM_CT.DSP_XXX,0,0,0
ZSG_MM_CT.DSP_513,ZSG_MM_CT.DSP_XXX,0,0,0
ZSG_MM_CT.DSP_515,ZSG_MM_CT.DSP_XXX,0,0,0
ZSG_MM_CT.DSP_516,ZSG_MM_CT.DSP_XXX,0,0,0
ZSG_MM_CT.DSP_517,ZSG_MM_CT.DSP_XXX,0,0,0
ZSG_MM_CT.DSP_518,ZSG_MM_CT.DSP_XXX,0,0,0
ZSG_MM_CT.DSP_519,ZSG_MM_CT.DSP_XXX,0,0,0
ZSG_MM_CT.DSP_520,ZSG_MM_CT.DSP_XXX,0,0,0
ZSG_MM_CT.DSP_521,ZSG_MM_CT.DSP_XXX,0,0,0
ZSG_MM_CT.DSP_522,ZSG_MM_CT.DSP_XXX,0,0,0
ZSG_MM_CT.DSP_523,ZSG_MM_CT.DSP_XXX,0,0,0
ZSG_MM_CT.DSP_716,ZSG_MM_CT.DSP_XXX,0,0,0
ZSG_MM_CT.DSP_718,ZSG_MM_CT.DSP_XXX,0,0,0
ZSG_MM_IM.DSP_511,ZSG_MM_IM.DSP_XXX,0,0,0
ZSG_MM_IM.DSP_512,ZSG_MM_IM.DSP_XXX,0,0,0
ZSG_MM_IM.DSP_513,ZSG_MM_IM.DSP_XXX,0,0,0
ZSG_MM_IM.DSP_515,ZSG_MM_IM.DSP_XXX,0,0,0
ZSG_MM_IM.DSP_516,ZSG_MM_IM.DSP_XXX,0,0,0
ZSG_MM_IM.DSP_517,ZSG_MM_IM.DSP_XXX,0,0,0
ZSG_MM_IM.DSP_518,ZSG_MM_IM.DSP_XXX,0,0,0
ZSG_MM_IM.DSP_519,ZSG_MM_IM.DSP_XXX,0,0,0
ZSG_MM_IM.DSP_520,ZSG_MM_IM.DSP_XXX,0,0,0
ZSG_MM_IM.DSP_521,ZSG_MM_IM.DSP_XXX,0,0,0
ZSG_MM_IM.DSP_522,ZSG_MM_IM.DSP_XXX,0,0,0
ZSG_MM_IM.DSP_523,ZSG_MM_IM.DSP_XXX,0,0,0
ZSG_MM_IM.DSP_611,ZSG_MM_IM.DSP_XXX,0,0,0
ZSG_MM_IM.DSP_615,ZSG_MM_IM.DSP_XXX,0,0,0
ZSG_MM_IM.DSP_713,ZSG_MM_IM.DSP_XXX,0,0,0
ZSG_MM_IM.DSP_716,ZSG_MM_IM.DSP_XXX,0,0,0
ZSG_MM_IM.DSP_718,ZSG_MM_IM.DSP_XXX,0,0,0
ZSG_MM_IM.DSP_812,ZSG_MM_IM.DSP_XXX,0,0,0
ZSG_MM_IM.DSP_813,ZSG_MM_IM.DSP_XXX,0,0,0
ZSG_MM_IM.DSP_815,ZSG_MM_IM.DSP_XXX,0,0,0
ZSG_MM_IM.DSP_833,ZSG_MM_IM.DSP_XXX,0,0,0
ZSG_MM_IM.DSP_835,ZSG_MM_IM.DSP_XXX,0,0,0
ZSG_MM_IM.DSP_836,ZSG_MM_IM.DSP_XXX,0,0,0
ZSG_MM_IM.DSP_837,ZSG_MM_IM.DSP_XXX,0,0,0
ZSG_MM_IM.DSP_838,ZSG_MM_IM.DSP_XXX,0,0,0
ZSG_MM_IM.DSP_851,ZSG_MM_IM.DSP_XXX,0,0,0
ZSG_MM_IM.DSP_861,ZSG_MM_IM.DSP_XXX,0,0,0
ZSG_MM_IM.DSP_872,ZSG_MM_IM.DSP_XXX,0,0,0
ZSG_MM_IM.SDSP_511,ZSG_MM_IM.SDSP_XXX,0,0,0
ZSG_MM_IM.SDSP_512,ZSG_MM_IM.SDSP_XXX,0,0,0
ZSG_MM_IM.SDSP_513,ZSG_MM_IM.SDSP_XXX,0,0,0
ZSG_MM_IM.SDSP_515,ZSG_MM_IM.SDSP_XXX,0,0,0
ZSG_MM_IM.SDSP_516,ZSG_MM_IM.SDSP_XXX,0,0,0
ZSG_MM_IM.SDSP_517,ZSG_MM_IM.SDSP_XXX,0,0,0
ZSG_MM_IM.SDSP_518,ZSG_MM_IM.SDSP_XXX,0,0,0
ZSG_MM_IM.SDSP_519,ZSG_MM_IM.SDSP_XXX,0,0,0
ZSG_MM_IM.SDSP_520,ZSG_MM_IM.SDSP_XXX,0,0,0
ZSG_MM_IM.SDSP_521,ZSG_MM_IM.SDSP_XXX,0,0,0
ZSG_MM_IM.SDSP_522,ZSG_MM_IM.SDSP_XXX,0,0,0
ZSG_MM_IM.SDSP_523,ZSG_MM_IM.SDSP_XXX,0,0,0
ZSG_MM_IM.SDSP_716,ZSG_MM_IM.SDSP_XXX,0,0,0
ZSG_MM_IM.SDSP_812,ZSG_MM_IM.SDSP_XXX,0,0,0
ZSG_MM_IM.STKOFF_615,ZSG_MM_IM.STKOFF_XXX,2,0,0
ZSG_MM_LA.PRO_812,ZSG_MM_LA.PRO_XXX,0,0,4
ZSG_MM_LA.PRO_813,ZSG_MM_LA.PRO_XXX,0,0,4
ZSG_MM_LA.PRO_815,ZSG_MM_LA.PRO_XXX,0,0,4
ZSG_MM_LA.PRO_833,ZSG_MM_LA.PRO_XXX,0,0,6
ZSG_MM_LA.PRO_836,ZSG_MM_LA.PRO_XXX,0,0,4
ZSG_MM_LA.PRO_838,ZSG_MM_LA.PRO_XXX,0,0,4
ZSG_MM_LA.PRO_872,ZSG_MM_LA.PRO_XXX,0,0,4
ZSG_MM_LO.CHG-DOC_812,ZSG_MM_LO.CHG-DOC_XXX,0,0,2
ZSG_MM_LO.CHG-DOC_813,ZSG_MM_LO.CHG-DOC_XXX,0,0,2
ZSG_MM_LO.CHG-DOC_815,ZSG_MM_LO.CHG-DOC_XXX,0,0,2
ZSG_MM_LO.CHG-DOC_831,ZSG_MM_LO.CHG-DOC_XXX,0,0,2
ZSG_MM_LO.CHG-DOC_833,ZSG_MM_LO.CHG-DOC_XXX,0,0,2
ZSG_MM_LO.CHG-DOC_835,ZSG_MM_LO.CHG-DOC_XXX,0,0,2
ZSG_MM_LO.CHG-DOC_836,ZSG_MM_LO.CHG-DOC_XXX,0,0,2
ZSG_MM_LO.CHG-DOC_837,ZSG_MM_LO.CHG-DOC_XXX,0,0,2
ZSG_MM_LO.CHG-DOC_838,ZSG_MM_LO.CHG-DOC_XXX,0,0,2
ZSG_MM_LO.CHG-DOC_851,ZSG_MM_LO.CHG-DOC_XXX,0,0,2
ZSG_MM_LO.CHG-DOC_861,ZSG_MM_LO.CHG-DOC_XXX,0,0,2
ZSG_MM_LO.CHG-DOC_872,ZSG_MM_LO.CHG-DOC_XXX,0,0,2
ZSG_MM_LO.NT.PRO-GR_511,ZSG_MM_LO.NT.PRO-GR_XXX,0,0,0
ZSG_MM_LO.NT.PRO-GR_512,ZSG_MM_LO.NT.PRO-GR_XXX,0,0,0
ZSG_MM_LO.NT.PRO-GR_513,ZSG_MM_LO.NT.PRO-GR_XXX,0,0,0
ZSG_MM_LO.NT.PRO-GR_515,ZSG_MM_LO.NT.PRO-GR_XXX,0,0,0
ZSG_MM_LO.NT.PRO-GR_516,ZSG_MM_LO.NT.PRO-GR_XXX,0,0,0
ZSG_MM_LO.NT.PRO-GR_517,ZSG_MM_LO.NT.PRO-GR_XXX,0,0,0
ZSG_MM_LO.NT.PRO-GR_518,ZSG_MM_LO.NT.PRO-GR_XXX,0,0,0
ZSG_MM_LO.NT.PRO-GR_519,ZSG_MM_LO.NT.PRO-GR_XXX,0,0,0
ZSG_MM_LO.NT.PRO-GR_520,ZSG_MM_LO.NT.PRO-GR_XXX,0,0,0
ZSG_MM_LO.NT.PRO-GR_521,ZSG_MM_LO.NT.PRO-GR_XXX,0,0,0
ZSG_MM_LO.NT.PRO-GR_522,ZSG_MM_LO.NT.PRO-GR_XXX,0,0,0
ZSG_MM_LO.NT.PRO-GR_523,ZSG_MM_LO.NT.PRO-GR_XXX,0,0,0
ZSG_MM_LO.NT.PRO-GR_611,ZSG_MM_LO.NT.PRO-GR_XXX,0,0,0
ZSG_MM_LO.NT.PRO-GR_613,ZSG_MM_LO.NT.PRO-GR_XXX,0,0,0
ZSG_MM_LO.NT.PRO-GR_615,ZSG_MM_LO.NT.PRO-GR_XXX,0,0,0
ZSG_MM_LO.NT.PRO-GR_711,ZSG_MM_LO.NT.PRO-GR_XXX,0,0,0
ZSG_MM_LO.NT.PRO-GR_713,ZSG_MM_LO.NT.PRO-GR_XXX,0,0,0
ZSG_MM_LO.NT.PRO-GR_716,ZSG_MM_LO.NT.PRO-GR_XXX,0,0,0
ZSG_MM_LO.NT.PRO-GR_718,ZSG_MM_LO.NT.PRO-GR_XXX,0,0,0
ZSG_MM_LO.NT.PRO-GR_811,ZSG_MM_LO.NT.PRO-GR_XXX,0,0,0
ZSG_MM_LO.NT.PRO-GR_812,ZSG_MM_LO.NT.PRO-GR_XXX,0,0,0
ZSG_MM_LO.NT.PRO-GR_813,ZSG_MM_LO.NT.PRO-GR_XXX,0,0,0
ZSG_MM_LO.NT.PRO-GR_815,ZSG_MM_LO.NT.PRO-GR_XXX,0,0,0
ZSG_MM_LO.NT.PRO-GR_816,ZSG_MM_LO.NT.PRO-GR_XXX,0,0,0
ZSG_MM_LO.NT.PRO-GR_831,ZSG_MM_LO.NT.PRO-GR_XXX,0,0,0
ZSG_MM_LO.NT.PRO-GR_832,ZSG_MM_LO.NT.PRO-GR_XXX,0,0,0
ZSG_MM_LO.NT.PRO-GR_833,ZSG_MM_LO.NT.PRO-GR_XXX,0,0,0
ZSG_MM_LO.NT.PRO-GR_835,ZSG_MM_LO.NT.PRO-GR_XXX,0,0,0
ZSG_MM_LO.NT.PRO-GR_836,ZSG_MM_LO.NT.PRO-GR_XXX,0,0,0
ZSG_MM_LO.NT.PRO-GR_837,ZSG_MM_LO.NT.PRO-GR_XXX,0,0,0
ZSG_MM_LO.NT.PRO-GR_838,ZSG_MM_LO.NT.PRO-GR_XXX,0,0,0
ZSG_MM_LO.NT.PRO-GR_839,ZSG_MM_LO.NT.PRO-GR_XXX,0,0,0
ZSG_MM_LO.NT.PRO-GR_851,ZSG_MM_LO.NT.PRO-GR_XXX,0,0,0
ZSG_MM_LO.NT.PRO-GR_861,ZSG_MM_LO.NT.PRO-GR_XXX,0,0,0
ZSG_MM_LO.NT.PRO-GR_871,ZSG_MM_LO.NT.PRO-GR_XXX,0,0,0
ZSG_MM_LO.NT.PRO-GR_872,ZSG_MM_LO.NT.PRO-GR_XXX,0,0,0
ZSG_MM_LO.NT.PRO-GR_873,ZSG_MM_LO.NT.PRO-GR_XXX,0,0,0
ZSG_MM_LO.NT.PRO-GR_911,ZSG_MM_LO.NT.PRO-GR_XXX,0,0,0
ZSG_MM_LO.PRO-GI.CANCEL_615,ZSG_MM_LO.PRO-GI.CANCEL_XXX,0,0,2
ZSG_MM_LO.PRO-GI.CANCEL_812,ZSG_MM_LO.PRO-GI.CANCEL_XXX,0,0,2
ZSG_MM_LO.PRO-GI.CANCEL_813,ZSG_MM_LO.PRO-GI.CANCEL_XXX,0,0,10
ZSG_MM_LO.PRO-GI.CANCEL_815,ZSG_MM_LO.PRO-GI.CANCEL_XXX,0,0,10
ZSG_MM_LO.PRO-GI.CANCEL_833,ZSG_MM_LO.PRO-GI.CANCEL_XXX,0,0,10
ZSG_MM_LO.PRO-GI.CANCEL_835,ZSG_MM_LO.PRO-GI.CANCEL_XXX,0,0,10
ZSG_MM_LO.PRO-GI.CANCEL_836,ZSG_MM_LO.PRO-GI.CANCEL_XXX,0,0,10
ZSG_MM_LO.PRO-GI.CANCEL_837,ZSG_MM_LO.PRO-GI.CANCEL_XXX,0,0,10
ZSG_MM_LO.PRO-GI.CANCEL_838,ZSG_MM_LO.PRO-GI.CANCEL_XXX,0,0,10
ZSG_MM_LO.PRO-GI.CANCEL_872,ZSG_MM_LO.PRO-GI.CANCEL_XXX,0,0,10
ZSG_MM_LO.PRO-GI_812,ZSG_MM_LO.PRO-GI_XXX,0,0,26
ZSG_MM_LO.PRO-GI_813,ZSG_MM_LO.PRO-GI_XXX,0,0,31
ZSG_MM_LO.PRO-GI_815,ZSG_MM_LO.PRO-GI_XXX,0,0,31
ZSG_MM_LO.PRO-GI_833,ZSG_MM_LO.PRO-GI_XXX,0,0,38
ZSG_MM_LO.PRO-GI_835,ZSG_MM_LO.PRO-GI_XXX,0,0,38
ZSG_MM_LO.PRO-GI_836,ZSG_MM_LO.PRO-GI_XXX,0,0,49
ZSG_MM_LO.PRO-GI_837,ZSG_MM_LO.PRO-GI_XXX,0,0,42
ZSG_MM_LO.PRO-GI_838,ZSG_MM_LO.PRO-GI_XXX,0,0,42
ZSG_MM_LO.PRO-GI_861,ZSG_MM_LO.PRO-GI_XXX,0,0,23
ZSG_MM_LO.PRO-GI_872,ZSG_MM_LO.PRO-GI_XXX,0,0,28
ZSG_MM_LO.PRO-GR_812,ZSG_MM_LO.PRO-GR_XXX,0,0,10
ZSG_MM_LO.PRO-GR_813,ZSG_MM_LO.PRO-GR_XXX,0,0,19
ZSG_MM_LO.PRO-GR_815,ZSG_MM_LO.PRO-GR_XXX,0,0,16
ZSG_MM_LO.PRO-GR_833,ZSG_MM_LO.PRO-GR_XXX,0,0,37
ZSG_MM_LO.PRO-GR_835,ZSG_MM_LO.PRO-GR_XXX,0,0,31
ZSG_MM_LO.PRO-GR_836,ZSG_MM_LO.PRO-GR_XXX,0,0,22
ZSG_MM_LO.PRO-GR_837,ZSG_MM_LO.PRO-GR_XXX,0,0,22
ZSG_MM_LO.PRO-GR_838,ZSG_MM_LO.PRO-GR_XXX,0,0,22
ZSG_MM_LO.PRO-GR_851,ZSG_MM_LO.PRO-GR_XXX,1,0,11
ZSG_MM_LO.PRO-GR_861,ZSG_MM_LO.PRO-GR_XXX,0,0,16
ZSG_MM_LO.PRO-GR_872,ZSG_MM_LO.PRO-GR_XXX,0,0,13
ZSG_MM_LO.PRO-TRSMTM_812,ZSG_MM_LO.PRO-TRSMTM_XXX,0,0,8
ZSG_MM_LO.PRO-TRSMTM_813,ZSG_MM_LO.PRO-TRSMTM_XXX,0,0,8
ZSG_MM_LO.PRO-TRSMTM_815,ZSG_MM_LO.PRO-TRSMTM_XXX,0,0,8
ZSG_MM_LO.PRO-TRSMTM_833,ZSG_MM_LO.PRO-TRSMTM_XXX,0,0,8
ZSG_MM_LO.PRO-TRSMTM_835,ZSG_MM_LO.PRO-TRSMTM_XXX,0,0,8
