ROLE1,ROLE2,OBJ_COUNT,FIELD_COUNT,VALUE_COUNT
ZSG_MM_LO.PRO-TRSMTM_836,ZSG_MM_LO.PRO-TRSMTM_XXX,0,0,8
ZSG_MM_LO.PRO-TRSMTM_837,ZSG_MM_LO.PRO-TRSMTM_XXX,0,0,8
ZSG_MM_LO.PRO-TRSMTM_838,ZSG_MM_LO.PRO-TRSMTM_XXX,0,0,8
ZSG_MM_LO.PRO-TRSMTM_872,ZSG_MM_LO.PRO-TRSMTM_XXX,0,0,8
ZSG_MM_LO.PRO-TRSMTM_REV_833,ZSG_MM_LO.PRO-TRSMTM_REV_XXX,0,0,4
ZSG_MM_LO.PRO-TRSMTM_REV_835,ZSG_MM_LO.PRO-TRSMTM_REV_XXX,0,0,4
ZSG_MM_LO.PRO-TRSMTM_REV_836,ZSG_MM_LO.PRO-TRSMTM_REV_XXX,0,0,4
ZSG_MM_LO.PRO-TRSMTM_REV_837,ZSG_MM_LO.PRO-TRSMTM_REV_XXX,0,0,4
ZSG_MM_LO.PRO-TRSMTM_REV_838,ZSG_MM_LO.PRO-TRSMTM_REV_XXX,0,0,4
ZSG_MM_LO.PRO-TRSMTM_REV_872,ZSG_MM_LO.PRO-TRSMTM_REV_XXX,0,0,4
ZSG_MM_LO.PRO-TRSSP_812,ZSG_MM_LO.PRO-TRSSP_XXX,1,0,4
ZSG_MM_LO.PRO-TRSSP_813,ZSG_MM_LO.PRO-TRSSP_XXX,1,0,12
ZSG_MM_LO.PRO-TRSSP_815,ZSG_MM_LO.PRO-TRSSP_XXX,1,0,12
ZSG_MM_LO.PRO-TRSSP_833,ZSG_MM_LO.PRO-TRSSP_XXX,1,0,20
ZSG_MM_LO.PRO-TRSSP_835,ZSG_MM_LO.PRO-TRSSP_XXX,1,0,20
ZSG_MM_LO.PRO-TRSSP_836,ZSG_MM_LO.PRO-TRSSP_XXX,1,0,20
ZSG_MM_LO.PRO-TRSSP_837,ZSG_MM_LO.PRO-TRSSP_XXX,1,0,18
ZSG_MM_LO.PRO-TRSSP_838,ZSG_MM_LO.PRO-TRSSP_XXX,1,0,20
ZSG_MM_LO.PRO-TRSSP_872,ZSG_MM_LO.PRO-TRSSP_XXX,1,0,9
ZSG_MM_LO.PRO-TRS_812,ZSG_MM_LO.PRO-TRS_XXX,0,0,4
ZSG_MM_LO.PRO-TRS_812_FA,ZSG_MM_LO.PRO-TRS_XXX,0,0,7
ZSG_MM_LO.PRO-TRS_812_PV,ZSG_MM_LO.PRO-TRS_XXX,0,0,7
ZSG_MM_LO.PRO-TRS_813,ZSG_MM_LO.PRO-TRS_XXX,0,0,4
ZSG_MM_LO.PRO-TRS_813_FA,ZSG_MM_LO.PRO-TRS_XXX,0,0,7
ZSG_MM_LO.PRO-TRS_813_PV,ZSG_MM_LO.PRO-TRS_XXX,0,0,7
ZSG_MM_LO.PRO-TRS_815,ZSG_MM_LO.PRO-TRS_XXX,0,0,4
ZSG_MM_LO.PRO-TRS_815_FA,ZSG_MM_LO.PRO-TRS_XXX,0,0,7
ZSG_MM_LO.PRO-TRS_815_LE,ZSG_MM_LO.PRO-TRS_XXX,0,0,13
ZSG_MM_LO.PRO-TRS_815_PV,ZSG_MM_LO.PRO-TRS_XXX,0,0,7
ZSG_MM_LO.PRO-TRS_833,ZSG_MM_LO.PRO-TRS_XXX,0,0,4
ZSG_MM_LO.PRO-TRS_833_LE,ZSG_MM_LO.PRO-TRS_XXX,0,0,13
ZSG_MM_LO.PRO-TRS_833_PV,ZSG_MM_LO.PRO-TRS_XXX,0,0,7
ZSG_MM_LO.PRO-TRS_835,ZSG_MM_LO.PRO-TRS_XXX,0,0,4
ZSG_MM_LO.PRO-TRS_835_LE,ZSG_MM_LO.PRO-TRS_XXX,0,0,13
ZSG_MM_LO.PRO-TRS_835_PV,ZSG_MM_LO.PRO-TRS_XXX,0,0,7
ZSG_MM_LO.PRO-TRS_836,ZSG_MM_LO.PRO-TRS_XXX,0,0,4
ZSG_MM_LO.PRO-TRS_837,ZSG_MM_LO.PRO-TRS_XXX,0,0,4
ZSG_MM_LO.PRO-TRS_838,ZSG_MM_LO.PRO-TRS_XXX,0,0,4
ZSG_MM_LO.PRO-TRS_861,ZSG_MM_LO.PRO-TRS_XXX,0,0,4
ZSG_MM_LO.PRO-TRS_872,ZSG_MM_LO.PRO-TRS_XXX,0,0,4
ZSG_MM_LO.PRO-TRS_872_FA,ZSG_MM_LO.PRO-TRS_XXX,0,0,7
ZSG_MM_LO.PRO-TRS_872_LE,ZSG_MM_LO.PRO-TRS_XXX,0,0,13
ZSG_MM_LO.PRO-TRS_ADMIN,ZSG_MM_LO.PRO-TRS_XXX,0,0,18
ZSG_MM_LO.PRO-TRV_836,ZSG_MM_LO.PRO-TRV_XXX,0,0,0
ZSG_MM_LO.PRO-TRV_837,ZSG_MM_LO.PRO-TRV_XXX,0,0,0
ZSG_MM_MAT.DSP,ZSG_MM_MAT.DSP_XXX,0,0,3
ZSG_MM_MM.DSP_GSCM,ZSG_MM_MM.DSP_GSCM_XXX,0,0,0
ZSG_MM_MM.DSP_GSCM_718,ZSG_MM_MM.DSP_GSCM_XXX,0,0,0
ZSG_MM_MM.DSP_GSCM_831,ZSG_MM_MM.DSP_GSCM_XXX,0,0,0
ZSG_MM_MM.DSP_GSCM_832,ZSG_MM_MM.DSP_GSCM_XXX,0,0,0
ZSG_MM_MM.DSP_GSCM_833,ZSG_MM_MM.DSP_GSCM_XXX,0,0,0
ZSG_MM_MM.DSP_GSCM_835,ZSG_MM_MM.DSP_GSCM_XXX,0,0,0
ZSG_MM_MM.DSP_GSCM_836,ZSG_MM_MM.DSP_GSCM_XXX,0,0,0
ZSG_MM_MM.DSP_GSCM_837,ZSG_MM_MM.DSP_GSCM_XXX,0,0,0
ZSG_MM_MM.DSP_GSCM_838,ZSG_MM_MM.DSP_GSCM_XXX,0,0,0
ZSG_MM_MM.ECP_812,ZSG_MM_MM.ECP_XXX,0,0,0
ZSG_MM_MM.ECP_813,ZSG_MM_MM.ECP_XXX,0,0,0
ZSG_MM_MM.ECP_815,ZSG_MM_MM.ECP_XXX,0,0,0
ZSG_MM_MM.ECP_833,ZSG_MM_MM.ECP_XXX,0,0,0
ZSG_MM_MM.ECP_835,ZSG_MM_MM.ECP_XXX,0,0,0
ZSG_MM_MM.ECP_836,ZSG_MM_MM.ECP_XXX,0,0,0
ZSG_MM_MM.ECP_837,ZSG_MM_MM.ECP_XXX,0,0,0
ZSG_MM_MM.ECP_838,ZSG_MM_MM.ECP_XXX,0,0,0
ZSG_MM_MM.ECP_851,ZSG_MM_MM.ECP_XXX,0,0,0
ZSG_MM_MM.ECP_861,ZSG_MM_MM.ECP_XXX,0,0,0
ZSG_MM_MM.ECP_872,ZSG_MM_MM.ECP_XXX,0,0,0
ZSG_MM_MM.ECP_ADMIN,ZSG_MM_MM.ECP_XXX,0,0,0
ZSG_MM_MM.GPSI_812,ZSG_MM_MM.GPSI_XXX,0,0,9
ZSG_MM_MM.GPSI_813,ZSG_MM_MM.GPSI_XXX,0,0,9
ZSG_MM_MM.GPSI_815,ZSG_MM_MM.GPSI_XXX,0,0,9
ZSG_MM_MM.GPSI_831,ZSG_MM_MM.GPSI_XXX,0,0,9
ZSG_MM_MM.GPSI_872,ZSG_MM_MM.GPSI_XXX,0,0,11
ZSG_MM_MM.PRO_812,ZSG_MM_MM.PRO_XXX,0,0,5
ZSG_MM_MM.PRO_813,ZSG_MM_MM.PRO_XXX,0,0,2
ZSG_MM_MM.PRO_815,ZSG_MM_MM.PRO_XXX,0,0,3
ZSG_MM_MM.PRO_833,ZSG_MM_MM.PRO_XXX,0,0,0
ZSG_MM_MM.PRO_835,ZSG_MM_MM.PRO_XXX,0,0,2
ZSG_MM_MM.PRO_836,ZSG_MM_MM.PRO_XXX,0,0,2
ZSG_MM_MM.PRO_837,ZSG_MM_MM.PRO_XXX,0,0,2
ZSG_MM_MM.PRO_838,ZSG_MM_MM.PRO_XXX,0,0,2
ZSG_MM_MM.PRO_851,ZSG_MM_MM.PRO_XXX,0,0,0
ZSG_MM_MM.PRO_861,ZSG_MM_MM.PRO_XXX,0,0,3
ZSG_MM_MM.PRO_872,ZSG_MM_MM.PRO_XXX,0,0,2
ZSG_MM_MM.PRO_911,ZSG_MM_MM.PRO_XXX,0,0,2
ZSG_MM_MM.PRO_ADMIN,ZSG_MM_MM.PRO_XXX,2,0,0
ZSG_MM_MM.PRO_GSCM_833,ZSG_MM_MM.PRO_GSCM_XXX,0,0,0
ZSG_MM_MM.PRO_GSCM_835,ZSG_MM_MM.PRO_GSCM_XXX,0,0,0
ZSG_MM_MM.PRO_GSCM_836,ZSG_MM_MM.PRO_GSCM_XXX,0,0,0
ZSG_MM_MM.PRO_GSCM_837,ZSG_MM_MM.PRO_GSCM_XXX,0,0,0
ZSG_MM_MM.PRO_GSCM_MAP,ZSG_MM_MM.PRO_GSCM_MAP_XXX,0,0,0
ZSG_MM_MM.PRO_GSCM_MAP_831,ZSG_MM_MM.PRO_GSCM_MAP_XXX,0,0,8
ZSG_MM_MM.STBIN_711,ZSG_MM_MM.STBIN_XXX,0,0,0
ZSG_MM_MM.STBIN_831,ZSG_MM_MM.STBIN_XXX,0,0,0
ZSG_MM_MM.STBIN_838,ZSG_MM_MM.STBIN_XXX,0,0,19
ZSG_MM_NEA.DSP_511,ZSG_MM_NEA.DSP_XXX,0,0,0
ZSG_MM_NEA.DSP_512,ZSG_MM_NEA.DSP_XXX,0,0,0
ZSG_MM_NEA.DSP_513,ZSG_MM_NEA.DSP_XXX,0,0,0
ZSG_MM_NEA.DSP_515,ZSG_MM_NEA.DSP_XXX,0,0,0
ZSG_MM_NEA.DSP_516,ZSG_MM_NEA.DSP_XXX,0,0,0
ZSG_MM_NEA.DSP_517,ZSG_MM_NEA.DSP_XXX,0,0,0
ZSG_MM_NEA.DSP_518,ZSG_MM_NEA.DSP_XXX,0,0,0
ZSG_MM_NEA.DSP_519,ZSG_MM_NEA.DSP_XXX,0,0,0
ZSG_MM_NEA.DSP_520,ZSG_MM_NEA.DSP_XXX,0,0,0
ZSG_MM_NEA.DSP_521,ZSG_MM_NEA.DSP_XXX,0,0,0
ZSG_MM_NEA.DSP_522,ZSG_MM_NEA.DSP_XXX,0,0,0
ZSG_MM_NEA.DSP_523,ZSG_MM_NEA.DSP_XXX,0,0,0
ZSG_MM_NEA.DSP_716,ZSG_MM_NEA.DSP_XXX,0,0,0
ZSG_MM_PI.ENTER_812,ZSG_MM_PI.ENTER_XXX,0,0,0
ZSG_MM_PI.ENTER_815,ZSG_MM_PI.ENTER_XXX,0,0,0
ZSG_MM_PI.ENTER_833,ZSG_MM_PI.ENTER_XXX,0,0,0
ZSG_MM_PI.ENTER_835,ZSG_MM_PI.ENTER_XXX,0,0,0
ZSG_MM_PI.ENTER_836,ZSG_MM_PI.ENTER_XXX,0,0,0
ZSG_MM_PI.ENTER_837,ZSG_MM_PI.ENTER_XXX,0,0,0
ZSG_MM_PI.ENTER_861,ZSG_MM_PI.ENTER_XXX,0,0,0
ZSG_MM_PI.ENTER_872,ZSG_MM_PI.ENTER_XXX,0,0,0
ZSG_MM_PO.APPLV1_812,ZSG_MM_PO.APPLV1_XXX,0,0,3
ZSG_MM_PO.APPLV1_813,ZSG_MM_PO.APPLV1_XXX,0,0,5
ZSG_MM_PO.APPLV1_815,ZSG_MM_PO.APPLV1_XXX,0,0,5
ZSG_MM_PO.APPLV1_833,ZSG_MM_PO.APPLV1_XXX,0,0,5
ZSG_MM_PO.APPLV1_835,ZSG_MM_PO.APPLV1_XXX,0,0,5
ZSG_MM_PO.APPLV1_836,ZSG_MM_PO.APPLV1_XXX,0,0,5
ZSG_MM_PO.APPLV1_837,ZSG_MM_PO.APPLV1_XXX,0,0,5
ZSG_MM_PO.APPLV1_838,ZSG_MM_PO.APPLV1_XXX,0,0,5
ZSG_MM_PO.APPLV1_861,ZSG_MM_PO.APPLV1_XXX,0,0,5
ZSG_MM_PO.APPLV1_872,ZSG_MM_PO.APPLV1_XXX,0,0,5
ZSG_MM_PO.APPLV2_812,ZSG_MM_PO.APPLV2_XXX,0,0,2
ZSG_MM_PO.APPLV2_813,ZSG_MM_PO.APPLV2_XXX,0,0,4
ZSG_MM_PO.APPLV2_815,ZSG_MM_PO.APPLV2_XXX,0,0,4
ZSG_MM_PO.APPLV2_833,ZSG_MM_PO.APPLV2_XXX,0,0,6
ZSG_MM_PO.APPLV2_836,ZSG_MM_PO.APPLV2_XXX,0,0,4
ZSG_MM_PO.APPLV2_837,ZSG_MM_PO.APPLV2_XXX,0,0,4
ZSG_MM_PO.APPLV2_838,ZSG_MM_PO.APPLV2_XXX,0,0,4
ZSG_MM_PO.APPLV2_861,ZSG_MM_PO.APPLV2_XXX,0,0,4
ZSG_MM_PO.APPLV2_872,ZSG_MM_PO.APPLV2_XXX,0,0,4
ZSG_MM_PO.COND_DSP_GSCM,ZSG_MM_PO.COND_DSP_GSCM_XXX,0,0,0
ZSG_MM_PO.COND_DSP_GSCM_718,ZSG_MM_PO.COND_DSP_GSCM_XXX,0,0,0
ZSG_MM_PO.COND_DSP_GSCM_831,ZSG_MM_PO.COND_DSP_GSCM_XXX,0,0,0
ZSG_MM_PO.COND_DSP_GSCM_832,ZSG_MM_PO.COND_DSP_GSCM_XXX,0,0,0
ZSG_MM_PO.COND_DSP_GSCM_833,ZSG_MM_PO.COND_DSP_GSCM_XXX,0,0,0
ZSG_MM_PO.COND_DSP_GSCM_835,ZSG_MM_PO.COND_DSP_GSCM_XXX,0,0,0
ZSG_MM_PO.COND_DSP_GSCM_836,ZSG_MM_PO.COND_DSP_GSCM_XXX,0,0,0
ZSG_MM_PO.COND_DSP_GSCM_837,ZSG_MM_PO.COND_DSP_GSCM_XXX,0,0,0
ZSG_MM_PO.COND_DSP_GSCM_838,ZSG_MM_PO.COND_DSP_GSCM_XXX,0,0,0
ZSG_MM_PO.COND_GSCM,ZSG_MM_PO.COND_GSCM_XXX,0,0,0
ZSG_MM_PO.COND_GSCM_831,ZSG_MM_PO.COND_GSCM_XXX,0,0,0
ZSG_MM_PO.CON_838,ZSG_MM_PO.CON_XXX,0,0,0
ZSG_MM_PO.CON_851,ZSG_MM_PO.CON_XXX,0,0,0
ZSG_MM_PO.CON_DSP_511,ZSG_MM_PO.CON_DSP_XXX,0,0,0
ZSG_MM_PO.CON_DSP_512,ZSG_MM_PO.CON_DSP_XXX,0,0,0
ZSG_MM_PO.CON_DSP_513,ZSG_MM_PO.CON_DSP_XXX,0,0,0
ZSG_MM_PO.CON_DSP_515,ZSG_MM_PO.CON_DSP_XXX,0,0,0
ZSG_MM_PO.CON_DSP_516,ZSG_MM_PO.CON_DSP_XXX,0,0,0
ZSG_MM_PO.CON_DSP_517,ZSG_MM_PO.CON_DSP_XXX,0,0,0
ZSG_MM_PO.CON_DSP_518,ZSG_MM_PO.CON_DSP_XXX,0,0,0
ZSG_MM_PO.CON_DSP_519,ZSG_MM_PO.CON_DSP_XXX,0,0,0
ZSG_MM_PO.CON_DSP_520,ZSG_MM_PO.CON_DSP_XXX,0,0,0
ZSG_MM_PO.CON_DSP_521,ZSG_MM_PO.CON_DSP_XXX,0,0,0
ZSG_MM_PO.CON_DSP_522,ZSG_MM_PO.CON_DSP_XXX,0,0,0
ZSG_MM_PO.CON_DSP_523,ZSG_MM_PO.CON_DSP_XXX,0,0,0
ZSG_MM_PO.CON_DSP_716,ZSG_MM_PO.CON_DSP_XXX,0,0,0
ZSG_MM_PO.CON_DSP_851,ZSG_MM_PO.CON_DSP_XXX,0,0,0
ZSG_MM_PO.DSP_511,ZSG_MM_PO.DSP_XXX,0,0,0
ZSG_MM_PO.DSP_512,ZSG_MM_PO.DSP_XXX,0,0,0
ZSG_MM_PO.DSP_513,ZSG_MM_PO.DSP_XXX,0,0,0
ZSG_MM_PO.DSP_515,ZSG_MM_PO.DSP_XXX,0,0,0
ZSG_MM_PO.DSP_516,ZSG_MM_PO.DSP_XXX,0,0,0
ZSG_MM_PO.DSP_517,ZSG_MM_PO.DSP_XXX,0,0,0
ZSG_MM_PO.DSP_518,ZSG_MM_PO.DSP_XXX,0,0,0
ZSG_MM_PO.DSP_519,ZSG_MM_PO.DSP_XXX,0,0,0
ZSG_MM_PO.DSP_520,ZSG_MM_PO.DSP_XXX,0,0,0
ZSG_MM_PO.DSP_521,ZSG_MM_PO.DSP_XXX,0,0,0
ZSG_MM_PO.DSP_522,ZSG_MM_PO.DSP_XXX,0,0,0
ZSG_MM_PO.DSP_523,ZSG_MM_PO.DSP_XXX,0,0,0
ZSG_MM_PO.DSP_611,ZSG_MM_PO.DSP_XXX,0,0,0
ZSG_MM_PO.DSP_615,ZSG_MM_PO.DSP_XXX,0,0,0
ZSG_MM_PO.DSP_713,ZSG_MM_PO.DSP_XXX,0,0,0
ZSG_MM_PO.DSP_716,ZSG_MM_PO.DSP_XXX,0,0,0
ZSG_MM_PO.DSP_718,ZSG_MM_PO.DSP_XXX,0,0,0
ZSG_MM_PO.DSP_812,ZSG_MM_PO.DSP_XXX,0,0,0
ZSG_MM_PO.DSP_813,ZSG_MM_PO.DSP_XXX,0,0,0
ZSG_MM_PO.DSP_815,ZSG_MM_PO.DSP_XXX,0,0,0
ZSG_MM_PO.DSP_832,ZSG_MM_PO.DSP_XXX,0,0,0
ZSG_MM_PO.DSP_833,ZSG_MM_PO.DSP_XXX,0,0,0
ZSG_MM_PO.DSP_835,ZSG_MM_PO.DSP_XXX,0,0,0
ZSG_MM_PO.DSP_836,ZSG_MM_PO.DSP_XXX,0,0,0
ZSG_MM_PO.DSP_837,ZSG_MM_PO.DSP_XXX,0,0,0
ZSG_MM_PO.DSP_838,ZSG_MM_PO.DSP_XXX,0,0,0
ZSG_MM_PO.DSP_851,ZSG_MM_PO.DSP_XXX,0,0,0
ZSG_MM_PO.DSP_861,ZSG_MM_PO.DSP_XXX,0,0,0
ZSG_MM_PO.DSP_872,ZSG_MM_PO.DSP_XXX,0,0,0
ZSG_MM_PO.DSP_GSCM,ZSG_MM_PO.DSP_GSCM_XXX,0,0,0
ZSG_MM_PO.DSP_GSCM_718,ZSG_MM_PO.DSP_GSCM_XXX,0,0,0
ZSG_MM_PO.DSP_GSCM_831,ZSG_MM_PO.DSP_GSCM_XXX,0,0,0
ZSG_MM_PO.DSP_GSCM_832,ZSG_MM_PO.DSP_GSCM_XXX,0,0,0
ZSG_MM_PO.DSP_GSCM_833,ZSG_MM_PO.DSP_GSCM_XXX,0,0,0
ZSG_MM_PO.DSP_GSCM_835,ZSG_MM_PO.DSP_GSCM_XXX,0,0,0
ZSG_MM_PO.DSP_GSCM_836,ZSG_MM_PO.DSP_GSCM_XXX,0,0,0
ZSG_MM_PO.DSP_GSCM_837,ZSG_MM_PO.DSP_GSCM_XXX,0,0,0
ZSG_MM_PO.DSP_GSCM_838,ZSG_MM_PO.DSP_GSCM_XXX,0,0,0
ZSG_MM_PO.GRITAB_872,ZSG_MM_PO.GRITAB_XXX,0,0,0
ZSG_MM_PO.GRI_812,ZSG_MM_PO.GRI_XXX,0,0,0
ZSG_MM_PO.GRI_813,ZSG_MM_PO.GRI_XXX,0,0,0
ZSG_MM_PO.GRI_815,ZSG_MM_PO.GRI_XXX,0,0,0
ZSG_MM_PO.GRI_872,ZSG_MM_PO.GRI_XXX,0,0,0
ZSG_MM_PO.NT.PRO_511,ZSG_MM_PO.NT.PRO_XXX,0,0,0
ZSG_MM_PO.NT.PRO_512,ZSG_MM_PO.NT.PRO_XXX,0,0,0
ZSG_MM_PO.NT.PRO_513,ZSG_MM_PO.NT.PRO_XXX,0,0,0
ZSG_MM_PO.NT.PRO_515,ZSG_MM_PO.NT.PRO_XXX,0,0,0
ZSG_MM_PO.NT.PRO_516,ZSG_MM_PO.NT.PRO_XXX,0,0,0
ZSG_MM_PO.NT.PRO_517,ZSG_MM_PO.NT.PRO_XXX,0,0,0
ZSG_MM_PO.NT.PRO_518,ZSG_MM_PO.NT.PRO_XXX,0,0,0
ZSG_MM_PO.NT.PRO_519,ZSG_MM_PO.NT.PRO_XXX,0,0,0
ZSG_MM_PO.NT.PRO_520,ZSG_MM_PO.NT.PRO_XXX,0,0,0
ZSG_MM_PO.NT.PRO_521,ZSG_MM_PO.NT.PRO_XXX,0,0,0
ZSG_MM_PO.NT.PRO_522,ZSG_MM_PO.NT.PRO_XXX,0,0,0
ZSG_MM_PO.NT.PRO_523,ZSG_MM_PO.NT.PRO_XXX,0,0,0
ZSG_MM_PO.NT.PRO_611,ZSG_MM_PO.NT.PRO_XXX,0,0,0
ZSG_MM_PO.NT.PRO_613,ZSG_MM_PO.NT.PRO_XXX,0,0,0
ZSG_MM_PO.NT.PRO_615,ZSG_MM_PO.NT.PRO_XXX,0,0,0
ZSG_MM_PO.NT.PRO_711,ZSG_MM_PO.NT.PRO_XXX,0,0,0
ZSG_MM_PO.NT.PRO_713,ZSG_MM_PO.NT.PRO_XXX,0,0,0
ZSG_MM_PO.NT.PRO_716,ZSG_MM_PO.NT.PRO_XXX,0,0,0
ZSG_MM_PO.NT.PRO_718,ZSG_MM_PO.NT.PRO_XXX,0,0,0
ZSG_MM_PO.NT.PRO_811,ZSG_MM_PO.NT.PRO_XXX,0,0,0
ZSG_MM_PO.NT.PRO_812,ZSG_MM_PO.NT.PRO_XXX,0,0,0
ZSG_MM_PO.NT.PRO_813,ZSG_MM_PO.NT.PRO_XXX,0,0,0
ZSG_MM_PO.NT.PRO_815,ZSG_MM_PO.NT.PRO_XXX,0,0,0
ZSG_MM_PO.NT.PRO_816,ZSG_MM_PO.NT.PRO_XXX,0,0,0
ZSG_MM_PO.NT.PRO_831,ZSG_MM_PO.NT.PRO_XXX,0,0,0
ZSG_MM_PO.NT.PRO_832,ZSG_MM_PO.NT.PRO_XXX,0,0,0
ZSG_MM_PO.NT.PRO_833,ZSG_MM_PO.NT.PRO_XXX,0,0,0
ZSG_MM_PO.NT.PRO_835,ZSG_MM_PO.NT.PRO_XXX,0,0,0
ZSG_MM_PO.NT.PRO_836,ZSG_MM_PO.NT.PRO_XXX,0,0,0
ZSG_MM_PO.NT.PRO_837,ZSG_MM_PO.NT.PRO_XXX,0,0,0
ZSG_MM_PO.NT.PRO_838,ZSG_MM_PO.NT.PRO_XXX,0,0,0
ZSG_MM_PO.NT.PRO_839,ZSG_MM_PO.NT.PRO_XXX,0,0,0
ZSG_MM_PO.NT.PRO_851,ZSG_MM_PO.NT.PRO_XXX,0,0,0
ZSG_MM_PO.NT.PRO_861,ZSG_MM_PO.NT.PRO_XXX,0,0,0
ZSG_MM_PO.NT.PRO_871,ZSG_MM_PO.NT.PRO_XXX,0,0,0
ZSG_MM_PO.NT.PRO_872,ZSG_MM_PO.NT.PRO_XXX,0,0,0
ZSG_MM_PO.NT.PRO_873,ZSG_MM_PO.NT.PRO_XXX,0,0,0
ZSG_MM_PO.NT.PRO_911,ZSG_MM_PO.NT.PRO_XXX,0,0,0
ZSG_MM_PO.PRO_812,ZSG_MM_PO.PRO_XXX,1,0,11
ZSG_MM_PO.PRO_813,ZSG_MM_PO.PRO_XXX,1,0,6
ZSG_MM_PO.PRO_815,ZSG_MM_PO.PRO_XXX,1,0,6
ZSG_MM_PO.PRO_833,ZSG_MM_PO.PRO_XXX,0,0,6
ZSG_MM_PO.PRO_835,ZSG_MM_PO.PRO_XXX,1,0,6
ZSG_MM_PO.PRO_836,ZSG_MM_PO.PRO_XXX,1,0,6
ZSG_MM_PO.PRO_837,ZSG_MM_PO.PRO_XXX,1,0,6
ZSG_MM_PO.PRO_838,ZSG_MM_PO.PRO_XXX,1,0,6
ZSG_MM_PO.PRO_851,ZSG_MM_PO.PRO_XXX,1,0,12
ZSG_MM_PO.PRO_861,ZSG_MM_PO.PRO_XXX,1,0,7
ZSG_MM_PO.PRO_872,ZSG_MM_PO.PRO_XXX,0,0,6
