ROLE1,ROLE2,OBJ_COUNT,FIELD_COUNT,VALUE_COUNT
ZSG_SD_COND.ADMPR00_833,ZSG_SD_COND.ADMPR00_XXX,0,0,0
ZSG_SD_COND.ADMPR00_835,ZSG_SD_COND.ADMPR00_XXX,0,0,0
ZSG_SD_COND.ADMPR00_836,ZSG_SD_COND.ADMPR00_XXX,0,0,0
ZSG_SD_COND.ADMPR00_837,ZSG_SD_COND.ADMPR00_XXX,0,0,0
ZSG_SD_COND.ADMPR00_838,ZSG_SD_COND.ADMPR00_XXX,0,0,0
ZSG_SD_COND.ADMPR00_839,ZSG_SD_COND.ADMPR00_XXX,0,0,0
ZSG_SD_COND.ADMPR00_851,ZSG_SD_COND.ADMPR00_XXX,0,0,0
ZSG_SD_COND.ADMPR00_861,ZSG_SD_COND.ADMPR00_XXX,0,0,0
ZSG_SD_COND.ADMPR00_871,ZSG_SD_COND.ADMPR00_XXX,0,0,0
ZSG_SD_COND.ADMPR00_872,ZSG_SD_COND.ADMPR00_XXX,0,0,0
ZSG_SD_COND.ADMPR00_873,ZSG_SD_COND.ADMPR00_XXX,0,0,0
ZSG_SD_COND.ADMPR00_911,ZSG_SD_COND.ADMPR00_XXX,0,0,0
ZSG_SD_COND.ADMPR00_YUSEN,ZSG_SD_COND.ADMPR00_XXX,0,0,0
ZSG_SD_COND.ADM_812,ZSG_SD_COND.ADM_XXX,0,0,3
ZSG_SD_COND.ADM_813,ZSG_SD_COND.ADM_XXX,0,0,3
ZSG_SD_COND.ADM_815,ZSG_SD_COND.ADM_XXX,0,0,3
ZSG_SD_COND.ADM_833,ZSG_SD_COND.ADM_XXX,1,0,3
ZSG_SD_COND.ADM_833PR00,ZSG_SD_COND.ADM_XXX,0,0,5
ZSG_SD_COND.ADM_835,ZSG_SD_COND.ADM_XXX,0,0,3
ZSG_SD_COND.ADM_835PR00,ZSG_SD_COND.ADM_XXX,0,0,5
ZSG_SD_COND.ADM_836,ZSG_SD_COND.ADM_XXX,0,0,3
ZSG_SD_COND.ADM_836PR00,ZSG_SD_COND.ADM_XXX,0,0,5
ZSG_SD_COND.ADM_837,ZSG_SD_COND.ADM_XXX,0,0,3
ZSG_SD_COND.ADM_837PR00,ZSG_SD_COND.ADM_XXX,0,0,5
ZSG_SD_COND.ADM_838,ZSG_SD_COND.ADM_XXX,0,0,3
ZSG_SD_COND.ADM_838PR00,ZSG_SD_COND.ADM_XXX,0,0,5
ZSG_SD_COND.ADM_851,ZSG_SD_COND.ADM_XXX,0,0,3
ZSG_SD_COND.ADM_861,ZSG_SD_COND.ADM_XXX,0,0,3
ZSG_SD_COND.ADM_872,ZSG_SD_COND.ADM_XXX,0,0,3
ZSG_SD_COND.DSP_511,ZSG_SD_COND.DSP_XXX,0,0,0
ZSG_SD_COND.DSP_512,ZSG_SD_COND.DSP_XXX,0,0,0
ZSG_SD_COND.DSP_513,ZSG_SD_COND.DSP_XXX,0,0,0
ZSG_SD_COND.DSP_515,ZSG_SD_COND.DSP_XXX,0,0,0
ZSG_SD_COND.DSP_516,ZSG_SD_COND.DSP_XXX,0,0,0
ZSG_SD_COND.DSP_517,ZSG_SD_COND.DSP_XXX,0,0,0
ZSG_SD_COND.DSP_518,ZSG_SD_COND.DSP_XXX,0,0,0
ZSG_SD_COND.DSP_519,ZSG_SD_COND.DSP_XXX,0,0,0
ZSG_SD_COND.DSP_520,ZSG_SD_COND.DSP_XXX,0,0,0
ZSG_SD_COND.DSP_521,ZSG_SD_COND.DSP_XXX,0,0,0
ZSG_SD_COND.DSP_522,ZSG_SD_COND.DSP_XXX,0,0,0
ZSG_SD_COND.DSP_523,ZSG_SD_COND.DSP_XXX,0,0,0
ZSG_SD_COND.DSP_615,ZSG_SD_COND.DSP_XXX,0,0,0
ZSG_SD_COND.DSP_716,ZSG_SD_COND.DSP_XXX,0,0,0
ZSG_SD_COND.DSP_718,ZSG_SD_COND.DSP_XXX,0,0,0
ZSG_SD_COND.DSP_812,ZSG_SD_COND.DSP_XXX,0,0,0
ZSG_SD_COND.DSP_813,ZSG_SD_COND.DSP_XXX,0,0,0
ZSG_SD_COND.DSP_815,ZSG_SD_COND.DSP_XXX,0,0,0
ZSG_SD_COND.DSP_833,ZSG_SD_COND.DSP_XXX,0,0,0
ZSG_SD_COND.DSP_835,ZSG_SD_COND.DSP_XXX,0,0,0
ZSG_SD_COND.DSP_836,ZSG_SD_COND.DSP_XXX,0,0,0
ZSG_SD_COND.DSP_837,ZSG_SD_COND.DSP_XXX,0,0,0
ZSG_SD_COND.DSP_838,ZSG_SD_COND.DSP_XXX,0,0,0
ZSG_SD_COND.DSP_851,ZSG_SD_COND.DSP_XXX,0,0,0
ZSG_SD_COND.DSP_861,ZSG_SD_COND.DSP_XXX,0,0,0
ZSG_SD_COND.DSP_872,ZSG_SD_COND.DSP_XXX,0,0,2
ZSG_SD_COND.UPLPR00_511,ZSG_SD_COND.UPLPR00_XXX,0,0,0
ZSG_SD_COND.UPLPR00_512,ZSG_SD_COND.UPLPR00_XXX,0,0,0
ZSG_SD_COND.UPLPR00_513,ZSG_SD_COND.UPLPR00_XXX,0,0,0
ZSG_SD_COND.UPLPR00_515,ZSG_SD_COND.UPLPR00_XXX,0,0,0
ZSG_SD_COND.UPLPR00_516,ZSG_SD_COND.UPLPR00_XXX,0,0,0
ZSG_SD_COND.UPLPR00_517,ZSG_SD_COND.UPLPR00_XXX,0,0,0
ZSG_SD_COND.UPLPR00_518,ZSG_SD_COND.UPLPR00_XXX,0,0,0
ZSG_SD_COND.UPLPR00_519,ZSG_SD_COND.UPLPR00_XXX,0,0,0
ZSG_SD_COND.UPLPR00_520,ZSG_SD_COND.UPLPR00_XXX,0,0,0
ZSG_SD_COND.UPLPR00_521,ZSG_SD_COND.UPLPR00_XXX,0,0,0
ZSG_SD_COND.UPLPR00_522,ZSG_SD_COND.UPLPR00_XXX,0,0,0
ZSG_SD_COND.UPLPR00_523,ZSG_SD_COND.UPLPR00_XXX,0,0,0
ZSG_SD_COND.UPLPR00_611,ZSG_SD_COND.UPLPR00_XXX,0,0,0
ZSG_SD_COND.UPLPR00_613,ZSG_SD_COND.UPLPR00_XXX,0,0,0
ZSG_SD_COND.UPLPR00_615,ZSG_SD_COND.UPLPR00_XXX,0,0,0
ZSG_SD_COND.UPLPR00_711,ZSG_SD_COND.UPLPR00_XXX,0,0,0
ZSG_SD_COND.UPLPR00_713,ZSG_SD_COND.UPLPR00_XXX,0,0,0
ZSG_SD_COND.UPLPR00_716,ZSG_SD_COND.UPLPR00_XXX,0,0,0
ZSG_SD_COND.UPLPR00_718,ZSG_SD_COND.UPLPR00_XXX,0,0,0
ZSG_SD_COND.UPLPR00_811,ZSG_SD_COND.UPLPR00_XXX,0,0,0
ZSG_SD_COND.UPLPR00_812,ZSG_SD_COND.UPLPR00_XXX,0,0,0
ZSG_SD_COND.UPLPR00_813,ZSG_SD_COND.UPLPR00_XXX,0,0,0
ZSG_SD_COND.UPLPR00_815,ZSG_SD_COND.UPLPR00_XXX,0,0,0
ZSG_SD_COND.UPLPR00_816,ZSG_SD_COND.UPLPR00_XXX,0,0,0
ZSG_SD_COND.UPLPR00_831,ZSG_SD_COND.UPLPR00_XXX,0,0,0
ZSG_SD_COND.UPLPR00_832,ZSG_SD_COND.UPLPR00_XXX,0,0,0
ZSG_SD_COND.UPLPR00_833,ZSG_SD_COND.UPLPR00_XXX,0,0,0
ZSG_SD_COND.UPLPR00_834,ZSG_SD_COND.UPLPR00_XXX,0,0,0
ZSG_SD_COND.UPLPR00_835,ZSG_SD_COND.UPLPR00_XXX,0,0,0
ZSG_SD_COND.UPLPR00_836,ZSG_SD_COND.UPLPR00_XXX,0,0,0
ZSG_SD_COND.UPLPR00_837,ZSG_SD_COND.UPLPR00_XXX,0,0,0
ZSG_SD_COND.UPLPR00_838,ZSG_SD_COND.UPLPR00_XXX,0,0,0
ZSG_SD_COND.UPLPR00_839,ZSG_SD_COND.UPLPR00_XXX,0,0,0
ZSG_SD_COND.UPLPR00_861,ZSG_SD_COND.UPLPR00_XXX,0,0,0
ZSG_SD_COND.UPLPR00_871,ZSG_SD_COND.UPLPR00_XXX,0,0,0
ZSG_SD_COND.UPLPR00_872,ZSG_SD_COND.UPLPR00_XXX,0,0,0
ZSG_SD_COND.UPLPR00_873,ZSG_SD_COND.UPLPR00_XXX,0,0,0
ZSG_SD_COND.UPLPR00_911,ZSG_SD_COND.UPLPR00_XXX,0,0,0
ZSG_SD_COND.UPLPR00_YUSEN,ZSG_SD_COND.UPLPR00_XXX,0,0,0
ZSG_SD_COND.UPLZPRB_851,ZSG_SD_COND.UPLZPRB_XXX,0,0,0
ZSG_SD_COND.UPL_837PR00,ZSG_SD_COND.UPL_XXX,0,0,9
ZSG_SD_COND.UPL_838PR00,ZSG_SD_COND.UPL_XXX,0,0,9
ZSG_SD_COND.UPL_851ZPRB,ZSG_SD_COND.UPL_XXX,0,0,9
ZSG_SD_DO.DSP_511,ZSG_SD_DO.DSP_XXX,0,0,0
ZSG_SD_DO.DSP_512,ZSG_SD_DO.DSP_XXX,0,0,0
ZSG_SD_DO.DSP_513,ZSG_SD_DO.DSP_XXX,0,0,0
ZSG_SD_DO.DSP_515,ZSG_SD_DO.DSP_XXX,0,0,0
ZSG_SD_DO.DSP_516,ZSG_SD_DO.DSP_XXX,0,0,0
ZSG_SD_DO.DSP_517,ZSG_SD_DO.DSP_XXX,0,0,0
ZSG_SD_DO.DSP_518,ZSG_SD_DO.DSP_XXX,0,0,0
ZSG_SD_DO.DSP_519,ZSG_SD_DO.DSP_XXX,0,0,0
ZSG_SD_DO.DSP_520,ZSG_SD_DO.DSP_XXX,0,0,0
ZSG_SD_DO.DSP_521,ZSG_SD_DO.DSP_XXX,0,0,0
ZSG_SD_DO.DSP_522,ZSG_SD_DO.DSP_XXX,0,0,0
ZSG_SD_DO.DSP_523,ZSG_SD_DO.DSP_XXX,0,0,0
ZSG_SD_DO.DSP_613,ZSG_SD_DO.DSP_XXX,0,0,0
ZSG_SD_DO.DSP_615,ZSG_SD_DO.DSP_XXX,0,0,0
ZSG_SD_DO.DSP_711,ZSG_SD_DO.DSP_XXX,0,0,0
ZSG_SD_DO.DSP_713,ZSG_SD_DO.DSP_XXX,0,0,0
ZSG_SD_DO.DSP_716,ZSG_SD_DO.DSP_XXX,0,0,0
ZSG_SD_DO.DSP_718,ZSG_SD_DO.DSP_XXX,0,0,0
ZSG_SD_DO.DSP_811,ZSG_SD_DO.DSP_XXX,0,0,0
ZSG_SD_DO.DSP_813,ZSG_SD_DO.DSP_XXX,0,0,0
ZSG_SD_DO.DSP_815,ZSG_SD_DO.DSP_XXX,0,0,0
ZSG_SD_DO.DSP_831,ZSG_SD_DO.DSP_XXX,0,0,0
ZSG_SD_DO.DSP_832,ZSG_SD_DO.DSP_XXX,0,0,0
ZSG_SD_DO.DSP_833,ZSG_SD_DO.DSP_XXX,0,0,0
ZSG_SD_DO.DSP_835,ZSG_SD_DO.DSP_XXX,0,0,0
ZSG_SD_DO.DSP_836,ZSG_SD_DO.DSP_XXX,0,0,0
ZSG_SD_DO.DSP_837,ZSG_SD_DO.DSP_XXX,0,0,0
ZSG_SD_DO.DSP_838,ZSG_SD_DO.DSP_XXX,0,0,0
ZSG_SD_DO.DSP_851,ZSG_SD_DO.DSP_XXX,0,0,0
ZSG_SD_DO.DSP_861,ZSG_SD_DO.DSP_XXX,0,0,0
ZSG_SD_DO.DSP_871,ZSG_SD_DO.DSP_XXX,0,0,0
ZSG_SD_DO.DSP_872,ZSG_SD_DO.DSP_XXX,0,0,0
ZSG_SD_DO.DSP_873,ZSG_SD_DO.DSP_XXX,0,0,0
ZSG_SD_DO.PRO_812,ZSG_SD_DO.PRO_XXX,0,0,2
ZSG_SD_DO.PRO_813,ZSG_SD_DO.PRO_XXX,0,0,0
ZSG_SD_DO.PRO_815,ZSG_SD_DO.PRO_XXX,0,0,0
ZSG_SD_DO.PRO_833,ZSG_SD_DO.PRO_XXX,0,0,2
ZSG_SD_DO.PRO_835,ZSG_SD_DO.PRO_XXX,0,0,2
ZSG_SD_DO.PRO_836,ZSG_SD_DO.PRO_XXX,0,0,2
ZSG_SD_DO.PRO_837,ZSG_SD_DO.PRO_XXX,0,0,2
ZSG_SD_DO.PRO_838,ZSG_SD_DO.PRO_XXX,0,0,0
ZSG_SD_DO.PRO_851,ZSG_SD_DO.PRO_XXX,0,0,4
ZSG_SD_DO.PRO_861,ZSG_SD_DO.PRO_XXX,0,0,2
ZSG_SD_DO.PRO_872,ZSG_SD_DO.PRO_XXX,0,0,2
ZSG_SD_LA.PRO_611,ZSG_SD_LA.PRO_XXX,0,0,3
ZSG_SD_LA.PRO_713,ZSG_SD_LA.PRO_XXX,0,0,3
ZSG_SD_LA.PRO_812,ZSG_SD_LA.PRO_XXX,0,0,3
ZSG_SD_LA.PRO_813,ZSG_SD_LA.PRO_XXX,0,0,3
ZSG_SD_LA.PRO_815,ZSG_SD_LA.PRO_XXX,0,0,3
ZSG_SD_LA.PRO_833,ZSG_SD_LA.PRO_XXX,0,0,3
ZSG_SD_LA.PRO_835,ZSG_SD_LA.PRO_XXX,0,0,3
ZSG_SD_LA.PRO_836,ZSG_SD_LA.PRO_XXX,0,0,3
ZSG_SD_LA.PRO_837,ZSG_SD_LA.PRO_XXX,0,0,3
ZSG_SD_LA.PRO_838,ZSG_SD_LA.PRO_XXX,0,0,3
ZSG_SD_LA.PRO_851,ZSG_SD_LA.PRO_XXX,0,0,3
ZSG_SD_LA.PRO_861,ZSG_SD_LA.PRO_XXX,1,0,13
ZSG_SD_LA.PRO_872,ZSG_SD_LA.PRO_XXX,0,0,3
ZSG_SD_LC.PRO_812,ZSG_SD_LC.PRO_XXX,0,0,2
ZSG_SD_LC.PRO_813,ZSG_SD_LC.PRO_XXX,0,0,2
ZSG_SD_LC.PRO_815,ZSG_SD_LC.PRO_XXX,0,0,2
ZSG_SD_LC.PRO_833,ZSG_SD_LC.PRO_XXX,0,0,2
ZSG_SD_LC.PRO_835,ZSG_SD_LC.PRO_XXX,0,0,2
ZSG_SD_LC.PRO_836,ZSG_SD_LC.PRO_XXX,0,0,2
ZSG_SD_LC.PRO_837,ZSG_SD_LC.PRO_XXX,0,0,2
ZSG_SD_LC.PRO_838,ZSG_SD_LC.PRO_XXX,0,0,2
ZSG_SD_LC.PRO_851,ZSG_SD_LC.PRO_XXX,0,0,4
ZSG_SD_LC.PRO_861,ZSG_SD_LC.PRO_XXX,0,0,4
ZSG_SD_LC.PRO_872,ZSG_SD_LC.PRO_XXX,0,0,2
ZSG_SD_QT.PRO_812,ZSG_SD_QT.PRO_XXX,3,0,8
ZSG_SD_QT.PRO_813,ZSG_SD_QT.PRO_XXX,3,0,4
ZSG_SD_QT.PRO_815,ZSG_SD_QT.PRO_XXX,3,0,4
ZSG_SD_QT.PRO_833,ZSG_SD_QT.PRO_XXX,3,0,4
ZSG_SD_QT.PRO_835,ZSG_SD_QT.PRO_XXX,3,0,4
ZSG_SD_QT.PRO_836,ZSG_SD_QT.PRO_XXX,3,0,4
ZSG_SD_QT.PRO_837,ZSG_SD_QT.PRO_XXX,3,0,4
ZSG_SD_QT.PRO_838,ZSG_SD_QT.PRO_XXX,3,0,2
ZSG_SD_QT.PRO_851,ZSG_SD_QT.PRO_XXX,3,0,4
ZSG_SD_QT.PRO_861,ZSG_SD_QT.PRO_XXX,3,0,4
ZSG_SD_QT.PRO_872,ZSG_SD_QT.PRO_XXX,3,0,4
ZSG_SD_QT.PRO_ADMIN,ZSG_SD_QT.PRO_XXX,3,0,4
ZSG_SD_QT.PRO_ADMIN_XXX,ZSG_SD_QT.PRO_XXX,3,0,4
ZSG_SD_REB.PRO_811,ZSG_SD_REB.PRO_XXX,0,0,0
ZSG_SD_REB.PRO_812,ZSG_SD_REB.PRO_XXX,0,0,0
ZSG_SD_REB.PRO_813,ZSG_SD_REB.PRO_XXX,0,0,0
ZSG_SD_REB.PRO_815,ZSG_SD_REB.PRO_XXX,0,0,0
ZSG_SD_REB.PRO_816,ZSG_SD_REB.PRO_XXX,0,0,0
ZSG_SD_REB.PRO_831,ZSG_SD_REB.PRO_XXX,0,0,0
ZSG_SD_REB.PRO_832,ZSG_SD_REB.PRO_XXX,0,0,0
ZSG_SD_REB.PRO_833,ZSG_SD_REB.PRO_XXX,4,0,0
ZSG_SD_REB.PRO_835,ZSG_SD_REB.PRO_XXX,0,0,0
ZSG_SD_REB.PRO_836,ZSG_SD_REB.PRO_XXX,0,0,0
ZSG_SD_REB.PRO_837,ZSG_SD_REB.PRO_XXX,0,0,0
ZSG_SD_REB.PRO_838,ZSG_SD_REB.PRO_XXX,0,0,0
ZSG_SD_REB.PRO_839,ZSG_SD_REB.PRO_XXX,0,0,0
ZSG_SD_SO.APPBB_ADMIN,ZSG_SD_SO.APPBB_XXX,0,0,3
ZSG_SD_SO.APPCL_615,ZSG_SD_SO.APPCL_XXX,0,0,0
ZSG_SD_SO.APPCL_812,ZSG_SD_SO.APPCL_XXX,0,0,0
ZSG_SD_SO.APPCL_813,ZSG_SD_SO.APPCL_XXX,0,0,0
ZSG_SD_SO.APPCL_815,ZSG_SD_SO.APPCL_XXX,0,0,0
ZSG_SD_SO.APPCL_833,ZSG_SD_SO.APPCL_XXX,0,0,0
ZSG_SD_SO.APPCL_835,ZSG_SD_SO.APPCL_XXX,0,0,0
ZSG_SD_SO.APPCL_836,ZSG_SD_SO.APPCL_XXX,0,0,0
ZSG_SD_SO.APPCL_837,ZSG_SD_SO.APPCL_XXX,0,0,0
ZSG_SD_SO.APPCL_838,ZSG_SD_SO.APPCL_XXX,0,0,0
ZSG_SD_SO.APPCL_872,ZSG_SD_SO.APPCL_XXX,0,0,0
ZSG_SD_SO.APPCL_ADMIN,ZSG_SD_SO.APPCL_XXX,0,0,6
ZSG_SD_SO.APPSB_615,ZSG_SD_SO.APPSB_XXX,0,0,17
ZSG_SD_SO.APPSB_812,ZSG_SD_SO.APPSB_XXX,0,0,17
ZSG_SD_SO.APPSB_813,ZSG_SD_SO.APPSB_XXX,0,0,17
ZSG_SD_SO.APPSB_815,ZSG_SD_SO.APPSB_XXX,0,0,17
ZSG_SD_SO.APPSB_833,ZSG_SD_SO.APPSB_XXX,0,0,17
ZSG_SD_SO.APPSB_835,ZSG_SD_SO.APPSB_XXX,0,0,17
ZSG_SD_SO.APPSB_836,ZSG_SD_SO.APPSB_XXX,0,0,17
ZSG_SD_SO.APPSB_837,ZSG_SD_SO.APPSB_XXX,0,0,17
ZSG_SD_SO.APPSB_838,ZSG_SD_SO.APPSB_XXX,0,0,17
ZSG_SD_SO.APPSB_861,ZSG_SD_SO.APPSB_XXX,0,0,19
ZSG_SD_SO.APPSB_872,ZSG_SD_SO.APPSB_XXX,0,0,17
ZSG_SD_SO.APPSB_ADMIN,ZSG_SD_SO.APPSB_XXX,0,0,26
ZSG_SD_SO.DSPCL_1801,ZSG_SD_SO.DSPCL_XXX,0,0,8
ZSG_SD_SO.DSPCL_1808,ZSG_SD_SO.DSPCL_XXX,0,0,8
ZSG_SD_SO.DSPCL_1810,ZSG_SD_SO.DSPCL_XXX,0,0,8
ZSG_SD_SO.DSPCL_1811,ZSG_SD_SO.DSPCL_XXX,0,0,8
ZSG_SD_SO.DSPCL_1821,ZSG_SD_SO.DSPCL_XXX,0,0,8
ZSG_SD_SO.DSPCL_1823,ZSG_SD_SO.DSPCL_XXX,0,0,8
ZSG_SD_SO.DSPCL_ADMIN,ZSG_SD_SO.DSPCL_XXX,0,0,8
ZSG_SD_SO.DSP_511,ZSG_SD_SO.DSP_XXX,0,0,0
ZSG_SD_SO.DSP_512,ZSG_SD_SO.DSP_XXX,0,0,0
ZSG_SD_SO.DSP_513,ZSG_SD_SO.DSP_XXX,0,0,0
ZSG_SD_SO.DSP_515,ZSG_SD_SO.DSP_XXX,0,0,0
ZSG_SD_SO.DSP_516,ZSG_SD_SO.DSP_XXX,0,0,0
ZSG_SD_SO.DSP_517,ZSG_SD_SO.DSP_XXX,0,0,0
ZSG_SD_SO.DSP_518,ZSG_SD_SO.DSP_XXX,0,0,0
ZSG_SD_SO.DSP_519,ZSG_SD_SO.DSP_XXX,0,0,0
ZSG_SD_SO.DSP_520,ZSG_SD_SO.DSP_XXX,0,0,0
ZSG_SD_SO.DSP_521,ZSG_SD_SO.DSP_XXX,0,0,0
ZSG_SD_SO.DSP_522,ZSG_SD_SO.DSP_XXX,0,0,0
ZSG_SD_SO.DSP_523,ZSG_SD_SO.DSP_XXX,0,0,0
ZSG_SD_SO.DSP_611,ZSG_SD_SO.DSP_XXX,0,0,0
ZSG_SD_SO.DSP_615,ZSG_SD_SO.DSP_XXX,0,0,0
ZSG_SD_SO.DSP_713,ZSG_SD_SO.DSP_XXX,0,0,0
ZSG_SD_SO.DSP_716,ZSG_SD_SO.DSP_XXX,0,0,0
ZSG_SD_SO.DSP_718,ZSG_SD_SO.DSP_XXX,0,0,0
ZSG_SD_SO.DSP_812,ZSG_SD_SO.DSP_XXX,0,0,9
ZSG_SD_SO.DSP_813,ZSG_SD_SO.DSP_XXX,2,0,0
ZSG_SD_SO.DSP_815,ZSG_SD_SO.DSP_XXX,0,0,0
ZSG_SD_SO.DSP_833,ZSG_SD_SO.DSP_XXX,0,0,0
ZSG_SD_SO.DSP_835,ZSG_SD_SO.DSP_XXX,0,0,0
ZSG_SD_SO.DSP_836,ZSG_SD_SO.DSP_XXX,0,0,0
ZSG_SD_SO.DSP_837,ZSG_SD_SO.DSP_XXX,0,0,0
ZSG_SD_SO.DSP_838,ZSG_SD_SO.DSP_XXX,0,0,0
ZSG_SD_SO.DSP_851,ZSG_SD_SO.DSP_XXX,0,0,0
ZSG_SD_SO.DSP_861,ZSG_SD_SO.DSP_XXX,0,0,0
ZSG_SD_SO.DSP_872,ZSG_SD_SO.DSP_XXX,0,0,0
ZSG_SD_SO.DSP_911,ZSG_SD_SO.DSP_XXX,0,0,0
ZSG_SD_SO.INTF_851,ZSG_SD_SO.INTF_XXX,0,0,0
ZSG_SD_SO.PRO_812,ZSG_SD_SO.PRO_XXX,0,0,6
ZSG_SD_SO.PRO_813,ZSG_SD_SO.PRO_XXX,0,0,0
ZSG_SD_SO.PRO_815,ZSG_SD_SO.PRO_XXX,0,0,6
ZSG_SD_SO.PRO_833,ZSG_SD_SO.PRO_XXX,0,0,0
ZSG_SD_SO.PRO_835,ZSG_SD_SO.PRO_XXX,0,0,6
ZSG_SD_SO.PRO_836,ZSG_SD_SO.PRO_XXX,0,0,6
ZSG_SD_SO.PRO_837,ZSG_SD_SO.PRO_XXX,0,0,6
ZSG_SD_SO.PRO_838,ZSG_SD_SO.PRO_XXX,0,0,6
ZSG_SD_SO.PRO_851,ZSG_SD_SO.PRO_XXX,0,0,6
ZSG_SD_SO.PRO_861,ZSG_SD_SO.PRO_XXX,0,0,6
ZSG_SD_SO.PRO_872,ZSG_SD_SO.PRO_XXX,0,0,6
ZSG_SD_SO.PRO_911,ZSG_SD_SO.PRO_XXX,0,0,6
ZSG_SD_SO.PRO_ADMIN,ZSG_SD_SO.PRO_XXX,0,0,6
